Species,Adult_survival,Age_at_first_reproduction,Maximum_longevity
Chloroceryle_aenea,0.61,1.2,6.44
Chloroceryle_americana,0.62,1.33,7.31
Chloroceryle_inda,0.61,1.37,7.39
Lacedo_pulchella,0.67,1.33,9.2
Lacedo_melanops,0.55,1.15,9.36
Pelargopsis_capensis,0.76,1.99,14.32
Pelargopsis_melanorhyncha,0.82,1.8,13.55
Pelargopsis_amauroptera,0.79,1.82,14.57
Halcyon_coromanda,0.53,1.28,7.12
Halcyon_smyrnensis,0.56,1.5,7.97
Halcyon_gularis,0.5,1.15,6.5
Halcyon_cyanoventris,0.61,1.46,6.93
Halcyon_badia,0.64,1.49,6.68
Halcyon_pileata,0.61,1.51,7.97
Halcyon_leucocephala,0.52,1.25,5.77
Halcyon_albiventris,0.61,1.41,6.82
Halcyon_chelicuti,0.56,1.26,5.86
Halcyon_malimbica,0.65,1.57,7.19
Halcyon_senegalensis,0.61,1.51,6.79
Halcyon_senegaloides,0.66,1.57,8.38
Caridonax_fulgidus,0.79,1.92,12.73
Actenoides_monachus,0.76,1.52,14.77
Actenoides_capucinus,0.55,1.15,20
Actenoides_princeps,0.7,1.5,13.21
Actenoides_regalis,0.55,1.15,20
Actenoides_bougainvillei,0.78,1.65,17.98
Actenoides_excelsus,0.55,1.15,20
Actenoides_lindsayi,0.74,1.48,14.93
Actenoides_hombroni,0.76,1.55,15.34
Actenoides_concretus,0.75,1.63,13.71
Syma_torotoro,0.66,1.27,8.68
Syma_megarhyncha,0.72,1.44,9.5
Todiramphus_nigrocyaneus,0.66,1.42,8.88
Todiramphus_winchelli,0.73,1.39,8.42
Todiramphus_diops,0.72,1.3,7.71
Todiramphus_lazuli,0.67,1.36,8.12
Todiramphus_macleayii,0.58,1.17,7.52
Todiramphus_albonotatus,0.69,1.33,7.72
Todiramphus_leucopygius,0.69,1.38,8.19
Todiramphus_farquhari,0.68,1.33,8.11
Todiramphus_funebris,0.76,1.52,8.98
Todiramphus_chloris,0.74,1.56,9.12
Todiramphus_enigma,0.69,1.33,8.28
Todiramphus_pelewensis,0.55,1.15,8.59
Todiramphus_cinnamominus,0.74,1.57,8.59
Todiramphus_reichenbachii,0.55,1.15,8.59
Todiramphus_saurophagus,0.8,1.8,11.73
Todiramphus_sanctus,0.67,1.38,9.13
Todiramphus_recurvirostris,0.69,1.38,8.7
Todiramphus_australasia,0.73,1.39,8.38
Todiramphus_tutus,0.65,1.22,7.87
Todiramphus_ruficollaris,0.65,1.36,8.53
Todiramphus_youngi,0.55,1.15,8.59
Todiramphus_veneratus,0.67,1.55,9.73
Todiramphus_gambieri,0.68,1.23,7.58
Todiramphus_godeffroyi,0.69,1.32,8.34
Todiramphus_pyrrhopygius,0.59,1.32,8.84
Cittura_sanghirensis,0.55,1.15,9.36
Cittura_cyanotis,0.78,1.62,11.4
Tanysiptera_galatea,0.63,0.95,7.11
Tanysiptera_ellioti,0.75,1.1,6.61
Tanysiptera_riedelii,0.73,1.11,6.94
Tanysiptera_carolinae,0.75,1.1,6.61
Tanysiptera_hydrocharis,0.75,1.1,6.73
Tanysiptera_nigriceps,0.7,1,5.58
Tanysiptera_sylvia,0.68,1.1,8.27
Tanysiptera_nympha,0.75,1.23,8.48
Tanysiptera_danae,0.74,1.07,6.57
Melidora_macrorrhina,0.75,1.65,10.96
Dacelo_novaeguineae,0.79,1.23,14.96
Dacelo_leachii,0.78,1.15,15.08
Dacelo_tyro,0.77,1.01,11.94
Dacelo_gaudichaud,0.78,1.13,12.27
Clytoceyx_rex,0.79,1.74,13.64
Galbalcyrhynchus_leucotis,0.68,1.25,9.22
Galbalcyrhynchus_purusianus,0.67,1.26,9.49
Brachygalba_albogularis,0.61,1.03,7.77
Brachygalba_lugubris,0.62,1.11,7.52
Brachygalba_goeringi,0.58,1.04,7.33
Brachygalba_salmoni,0.61,1.03,7.75
Jacamaralcyon_tridactyla,0.64,1.08,8.11
Galbula_albirostris,0.68,1.28,8.34
Galbula_chalcocephala,0.55,1.03,10.35
Galbula_cyanicollis,0.69,1.3,8.58
Galbula_ruficauda,0.66,1.23,8.4
Galbula_galbula,0.63,1.09,8.06
Galbula_tombacea,0.64,1.09,8.05
Galbula_cyanescens,0.63,1.11,8.33
Galbula_pastazae,0.7,1.21,8.56
Galbula_chalcothorax,0.63,1.1,8.17
Galbula_leucogastra,0.7,1.3,8.33
Galbula_dea,0.64,1.13,8.36
Jacamerops_aureus,0.69,1.32,9.75
Notharchus_hyperrhynchus,0.72,1.43,10.58
Notharchus_macrorhynchos,0.75,1.49,10.57
Notharchus_swainsoni,0.71,1.37,10.19
Notharchus_pectoralis,0.71,1.49,10.05
Notharchus_ordii,0.72,1.33,9.45
Notharchus_subtectus,0.55,1.03,10.35
Notharchus_tectus,0.7,1.33,8.7
Cyphos_macrodactylus,0.64,1.11,8.21
Nystactes_noanamae,0.7,1.25,8.93
Nystactes_tamatia,0.71,1.41,9.17
Bucco_capensis,0.67,1.41,10.52
Nystalus_radiatus,0.69,1.31,9.76
Nystalus_striolatus,0.65,1.28,8.94
Nystalus_chacuru,0.7,1.41,9.87
Nystalus_maculatus,0.7,1.4,9.71
Hypnelus_ruficollis,0.69,1.39,9.53
Hypnelus_bicinctus,0.55,1.03,10.35
Malacoptila_fusca,0.68,1.24,9.11
Malacoptila_semicincta,0.71,1.28,9.27
Malacoptila_minor,0.55,1.03,10.35
Malacoptila_striata,0.69,1.29,9.57
Malacoptila_rufa,0.67,1.25,9.36
Malacoptila_panamensis,0.7,1.41,9.5
Malacoptila_fulvogularis,0.72,1.35,9.77
Malacoptila_mystacalis,0.71,1.31,9.4
Micromonacha_lanceolata,0.68,1.26,8.26
Nonnula_rubecula,0.61,1.04,7.84
Nonnula_sclateri,0.65,1.06,7.64
Nonnula_brunnea,0.65,1.04,7.38
Nonnula_frontalis,0.64,1.05,7.62
Nonnula_ruficapilla,0.62,1.08,8.12
Nonnula_amaurocephala,0.65,1.05,7.49
Hapaloptila_castanea,0.76,1.66,10.75
Monasa_atra,0.75,1.48,10.45
Monasa_nigrifrons,0.72,1.53,10.45
Monasa_morphoeus,0.74,1.62,10.78
Monasa_flavirostris,0.73,1.38,9.83
Chelidoptera_tenebrosa,0.73,1.47,9.52
Ramphastos_toco,0.79,2.31,17.51
Ramphastos_ambiguus,0.79,2.33,16.84
Ramphastos_cuvieri,0.55,1.03,16.2
Ramphastos_tucanus,0.81,2.43,17.07
Ramphastos_sulfuratus,0.79,2.21,16.44
Ramphastos_brevis,0.8,2.14,15.46
Ramphastos_citreolaemus,0.55,1.03,16.2
Ramphastos_culminatus,0.55,1.03,16.2
Ramphastos_vitellinus,0.76,2.08,14.92
Ramphastos_ariel,0.55,1.03,16.2
Ramphastos_dicolorus,0.74,2.04,15.89
Aulacorhynchus_wagleri,0.55,1.03,10.35
Aulacorhynchus_prasinus,0.77,1.74,13.59
Aulacorhynchus_caeruleogularis,0.55,1.03,10.35
Aulacorhynchus_albivitta,0.55,1.03,10.35
Aulacorhynchus_cyanolaemus,0.55,1.03,10.35
Aulacorhynchus_atrogularis,0.55,1.03,10.35
Aulacorhynchus_haematopygus,0.69,1.7,13.29
Aulacorhynchus_huallagae,0.79,1.77,14
Aulacorhynchus_coeruleicinctis,0.78,1.69,13.58
Aulacorhynchus_calorhynchus,0.55,1.03,10.35
Aulacorhynchus_sulcatus,0.77,1.62,12.88
Aulacorhynchus_derbianus,0.78,1.69,13.44
Aulacorhynchus_whitelianus,0.55,1.03,10.35
Andigena_hypoglauca,0.79,2.03,15.64
Andigena_laminirostris,0.77,2.1,15.56
Andigena_cucullata,0.77,2.03,16.06
Andigena_nigrirostris,0.78,1.79,14.58
Selenidera_spectabilis,0.71,1.88,14.74
Selenidera_piperivora,0.73,1.81,13.58
Selenidera_reinwardtii,0.76,1.79,13.69
Selenidera_langsdorffii,0.55,1.03,10.35
Selenidera_gouldii,0.76,1.83,14.2
Selenidera_maculirostris,0.74,1.85,14.99
Selenidera_nattereri,0.76,1.78,13.62
Pteroglossus_bailloni,0.73,1.81,14.69
Pteroglossus_viridis,0.71,1.71,13.03
Pteroglossus_humboldti,0.55,1.03,10.35
Pteroglossus_inscriptus,0.74,1.71,13.29
Pteroglossus_torquatus,0.72,1.81,14.51
Pteroglossus_sanguineus,0.55,1.03,10.35
Pteroglossus_erythropygius,0.55,1.03,10.35
Pteroglossus_frantzii,0.78,2.09,15.89
Pteroglossus_aracari,0.74,1.93,14.84
Pteroglossus_castanotis,0.78,2.1,16.07
Pteroglossus_pluricinctus,0.78,1.96,14.94
Pteroglossus_azara,0.71,1.73,13.22
Pteroglossus_beauharnaisii,0.76,1.89,14.72
Pteroglossus_sturmii,0.55,1.03,10.35
Pteroglossus_bitorquatus,0.71,1.68,13.45
Capito_aurovirens,0.7,1.46,11.24
Capito_dayi,0.7,1.51,11.83
Capito_maculicoronatus,0.69,1.44,11.23
Capito_squamatus,0.62,1.35,10.44
Capito_hypoleucus,0.71,1.53,11.84
Capito_wallacei,0.71,1.52,11.82
Capito_fitzpatricki,0.55,1.03,10.35
Capito_quinticolor,0.7,1.48,11.39
Capito_brunneipectus,0.73,1.35,9.64
Capito_niger,0.64,1.39,10.73
Capito_auratus,0.7,1.47,11.3
Eubucco_richardsoni,0.67,1.32,10.16
Eubucco_aurantiicollis,0.55,1.03,10.35
Eubucco_tucinkae,0.63,1.32,10.86
Eubucco_bourcierii,0.58,1.28,9.89
Eubucco_steerii,0.55,1.03,10.35
Eubucco_glaucogularis,0.55,1.03,10.35
Eubucco_versicolor,0.65,1.32,10.46
Semnornis_frantzii,0.69,1.47,11.48
Semnornis_ramphastinus,0.73,1.62,12.46
Caloramphus_hayii,0.55,1.03,10.35
Caloramphus_fuliginosus,0.66,1.42,10.63
Psilopogon_haemacephalus,0.64,1.38,11.14
Psilopogon_rubricapillus,0.65,1.38,10.64
Psilopogon_malabaricus,0.55,1.03,10.35
Psilopogon_cyanotis,0.62,1.3,10.57
Psilopogon_duvaucelii,0.55,1.03,10.35
Psilopogon_australis,0.55,1.03,10.35
Psilopogon_eximius,0.73,1.61,12.35
Psilopogon_lagrandieri,0.73,1.44,11.69
Psilopogon_virens,0.69,1.78,14.9
Psilopogon_pyrolophus,0.74,1.83,13.52
Psilopogon_mystacophanos,0.68,1.53,11.64
Psilopogon_javensis,0.74,1.79,13.56
Psilopogon_rafflesii,0.74,1.8,13.29
Psilopogon_armillaris,0.71,1.62,12.3
Psilopogon_henricii,0.72,1.54,11.78
Psilopogon_pulcherrimus,0.71,1.5,11.6
Psilopogon_faiostrictus,0.73,1.72,13.45
Psilopogon_lineatus,0.72,1.75,14.1
Psilopogon_zeylanicus,0.7,1.67,13.62
Psilopogon_viridis,0.68,1.55,12.28
Psilopogon_flavifrons,0.68,1.51,11.56
Psilopogon_franklinii,0.64,1.42,11.84
Psilopogon_auricularis,0.55,1.03,10.35
Psilopogon_corvinus,0.74,1.84,13.87
Psilopogon_chrysopogon,0.75,1.89,13.99
Psilopogon_monticola,0.73,1.61,12.37
Psilopogon_nuchalis,0.67,1.59,12.9
Psilopogon_faber,0.7,1.59,12.91
Psilopogon_incognitus,0.71,1.61,12.81
Psilopogon_asiaticus,0.72,1.48,12.03
Psilopogon_chersonesus,0.55,1.03,10.35
Psilopogon_annamensis,0.55,1.03,10.35
Psilopogon_oorti,0.68,1.57,11.92
Trachyphonus_vaillantii,0.7,1.41,11.04
Trachyphonus_erythrocephalus,0.68,1.33,10.1
Trachyphonus_margaritatus,0.71,1.4,11.36
Trachyphonus_darnaudii,0.68,1.28,9.53
Trachyphonus_usambiro,0.68,1.28,9.53
Trachyphonus_emini,0.55,1.03,10.35
Buccanodon_duchaillui,0.68,1.38,10.58
Cryptolybia_olivacea,0.58,1.25,10.23
Gymnobucco_bonapartei,0.62,1.36,10.57
Gymnobucco_cinereiceps,0.55,1.03,10.35
Gymnobucco_sladeni,0.71,1.48,11.35
Gymnobucco_peli,0.68,1.24,10.14
Gymnobucco_calvus,0.66,1.43,10.96
Gymnobucco_vernayi,0.55,1.03,10.35
Stactolaema_leucotis,0.61,1.33,10.97
Stactolaema_leucogrammica,0.55,1.03,10.35
Stactolaema_whytii,0.64,1.38,11.08
Stactolaema_anchietae,0.63,1.34,10.68
Pogoniulus_scolopaceus,0.62,1.07,7.9
Pogoniulus_simplex,0.57,1.02,8.08
Pogoniulus_leucomystax,0.58,1.1,8.42
Pogoniulus_coryphaea,0.52,1.04,7.99
Pogoniulus_atroflavus,0.61,1.2,9.04
Pogoniulus_subsulphureus,0.57,1.08,8.12
Pogoniulus_bilineatus,0.56,1.08,8.29
Pogoniulus_makawai,0.56,1.08,8.63
Pogoniulus_pusillus,0.54,1.02,7.75
Pogoniulus_chrysoconus,0.57,1.08,8.13
Tricholaema_hirsuta,0.72,1.31,10.2
Tricholaema_diademata,0.67,1.24,9.17
Tricholaema_frontata,0.68,1.26,9.61
Tricholaema_leucomelas,0.7,1.31,10.41
Tricholaema_lacrymosa,0.6,1.21,9.25
Tricholaema_melanocephala,0.66,1.22,8.08
Lybius_undatus,0.81,1.17,9.73
Lybius_vieilloti,0.79,1.37,10.7
Lybius_leucocephalus,0.8,1.47,11.35
Lybius_senex,0.9,1.03,10.35
Lybius_leucogaster,0.9,1.03,10.35
Lybius_chaplini,0.8,1.5,12.03
Lybius_rubrifacies,0.84,1.48,11.35
Lybius_guifsobalito,0.84,1.24,9.87
Lybius_torquatus,0.79,1.42,11.33
Pogonornis_melanopterus,0.69,1.33,10.29
Pogonornis_minor,0.62,1.34,10.49
Pogonornis_macclounii,0.55,1.03,10.35
Pogonornis_bidentatus,0.73,1.5,11.18
Pogonornis_dubius,0.72,1.71,13.12
Pogonornis_rolleti,0.75,1.81,13.67
Trachylaemus_goffinii,0.55,1.03,10.35
Trachylaemus_togoensis,0.55,1.03,10.35
Trachylaemus_purpuratus,0.73,1.49,10.92
Prodotiscus_insignis,0.64,1.11,7.22
Prodotiscus_zambesiae,0.64,1.1,7.46
Prodotiscus_regulus,0.5,0.9,6.65
Melignomon_zenkeri,0.64,1.09,8.1
Melignomon_eisentrauti,0.67,1.11,8.85
Indicator_pumilio,0.64,1.02,7.25
Indicator_willcocksi,0.65,1.05,7.5
Indicator_meliphilus,0.63,1.03,7.5
Indicator_exilis,0.63,1.17,9.02
Indicator_minor,0.61,1.26,9.64
Indicator_maculatus,0.65,1.35,10.89
Indicator_variegatus,0.68,1.42,11.16
Indicator_xanthonotus,0.61,1.15,9.08
Indicator_archipelagicus,0.67,1.31,10.09
Indicator_indicator,0.65,1.37,11.03
Melichneutes_robustus,0.7,1.45,11.1
Jynx_torquilla,0.43,0.96,8.91
Jynx_ruficollis,0.68,1.47,9.9
Verreauxia_africana,0.63,1.09,7.05
Sasia_abnormis,0.61,1.04,6.99
Sasia_ochracea,0.59,1.01,7.39
Picumnus_innominatus,0.59,1.02,7.42
Picumnus_aurifrons,0.61,0.94,6.85
Picumnus_pumilus,0.62,0.96,6.8
Picumnus_lafresnayi,0.63,1.09,7.11
Picumnus_exilis,0.62,0.95,6.79
Picumnus_nigropunctatus,0.62,0.99,7.18
Picumnus_sclateri,0.63,0.98,7.03
Picumnus_squamulatus,0.62,0.97,7.01
Picumnus_spilogaster,0.64,1.02,7.31
Picumnus_minutissimus,0.63,1.12,7.47
Picumnus_pygmaeus,0.62,0.98,7.13
Picumnus_steindachneri,0.62,0.96,6.94
Picumnus_varzeae,0.63,0.99,7.05
Picumnus_cirratus,0.59,1.02,7.32
Picumnus_dorbignyanus,0.6,0.96,7.08
Picumnus_temminckii,0.6,0.99,7.52
Picumnus_albosquamatus,0.61,1,7.39
Picumnus_fuscus,0.62,0.99,7.24
Picumnus_rufiventris,0.62,1.07,8.04
Picumnus_fulvescens,0.62,0.99,7.15
Picumnus_limae,0.63,0.99,7.08
Picumnus_nebulosus,0.6,0.99,7.58
Picumnus_castelnau,0.63,0.99,7.13
Picumnus_subtilis,0.61,0.97,7.12
Picumnus_olivaceus,0.62,1.07,7.21
Picumnus_granadensis,0.64,1,7.18
Picumnus_cinnamomeus,0.62,0.99,7.19
Nesoctites_micromegas,0.67,1.28,9.08
Hemicircus_sordidus,0.55,1.03,10.35
Hemicircus_concretus,0.68,1.19,8.55
Hemicircus_canente,0.7,1.41,9.77
Campephilus_pollens,0.81,1.83,12.8
Campephilus_splendens,0.55,1.03,10.35
Campephilus_haematogaster,0.79,1.78,12.65
Campephilus_rubricollis,0.83,2.16,13.75
Campephilus_robustus,0.77,1.72,12.73
Campephilus_guatemalensis,0.81,2.06,14.09
Campephilus_melanoleucos,0.8,2,13.25
Campephilus_gayaquilensis,0.8,1.78,12.55
Campephilus_leucopogon,0.78,1.79,13.37
Campephilus_magellanicus,0.81,2.1,16.19
Campephilus_principalis,0.55,2.06,10.35
Campephilus_imperialis,0.55,1.83,10.35
Blythipicus_rubiginosus,0.71,1.39,10.22
Blythipicus_pyrrhotis,0.76,1.76,12.47
Chrysocolaptes_validus,0.8,1.94,12.33
Chrysocolaptes_guttacristatus,0.55,1.03,10.35
Chrysocolaptes_stricklandi,0.55,1.03,10.35
Chrysocolaptes_strictus,0.55,1.03,10.35
Chrysocolaptes_erythrocephalus,0.55,1.03,10.35
Chrysocolaptes_haematribon,0.55,1.03,10.35
Chrysocolaptes_lucidus,0.73,1.65,11.32
Chrysocolaptes_xanthocephalus,0.55,1.03,10.35
Chrysocolaptes_festivus,0.8,2.01,13.82
Dinopium_rafflesii,0.76,1.51,10.77
Dinopium_shorii,0.75,1.67,11.75
Dinopium_javanense,0.73,1.56,10.58
Dinopium_everetti,0.55,1.03,10.5
Dinopium_benghalense,0.75,1.66,11.72
Dinopium_psarodes,0.55,1.03,10.5
Gecinulus_grantia,0.72,1.52,10.8
Gecinulus_viridis,0.72,1.4,10.26
Micropternus_brachyurus,0.74,1.61,11.2
Meiglyptes_grammithorax,0.55,1.03,5.25
Meiglyptes_tristis,0.71,1.38,9.12
Meiglyptes_jugularis,0.71,1.33,7.33
Meiglyptes_tukki,0.73,1.53,9.86
Chrysophlegma_miniaceum,0.75,1.65,10.8
Chrysophlegma_humii,0.55,1.03,10.35
Chrysophlegma_mentale,0.75,1.66,11.12
Chrysophlegma_flavinucha,0.76,1.79,12.67
Geocolaptes_olivaceus,0.74,1.66,12.22
Campethera_punctuligera,0.73,1.56,10.51
Campethera_bennettii,0.71,1.49,10.46
Campethera_scriptoricauda,0.72,1.35,9.83
Campethera_nubica,0.72,1.5,10.01
Campethera_abingoni,0.73,1.54,10.58
Campethera_mombassica,0.73,1.36,9.66
Campethera_notata,0.71,1.46,10.89
Campethera_cailliautii,0.7,1.4,9.37
Campethera_maculosa,0.73,1.34,9.43
Campethera_tullbergi,0.72,1.32,9.43
Campethera_taeniolaema,0.55,1.03,10.35
Campethera_nivosa,0.72,1.43,9.21
Campethera_caroli,0.71,1.42,9.25
Picus_puniceus,0.74,1.23,10.5
Picus_chlorolophus,0.69,1.09,10.29
Picus_awokera,0.57,0.94,10.32
Picus_rabieri,0.75,0.99,10.74
Picus_xanthopygaeus,0.7,1.14,10.95
Picus_vittatus,0.72,1.21,11.06
Picus_viridanus,0.7,1.17,10.96
Picus_canus,0.61,1,11.46
Picus_guerini,0.55,1,12.58
Picus_dedemi,0.55,1,12.58
Picus_erythropygius,0.72,1.23,11.33
Picus_viridis,0.63,1.05,11.96
Picus_sharpei,0.55,1,15.08
Picus_vaillantii,0.63,1.05,11.27
Picus_squamatus,0.69,1.18,12.03
Piculus_simplex,0.7,1.42,9.84
Piculus_callopterus,0.73,1.39,10.02
Piculus_leucolaemus,0.73,1.4,10.09
Piculus_litae,0.73,1.39,9.91
Piculus_flavigula,0.72,1.34,9.57
Piculus_chrysochloros,0.71,1.41,10.5
Piculus_aurulentus,0.71,1.42,10.7
Colaptes_fernandinae,0.71,1.31,10
Colaptes_oceanicus,0.56,1,9.19
Colaptes_cafer,0.56,1,8.75
Colaptes_mexicanoides,0.56,1,9.19
Colaptes_auratus,0.57,1.08,9.71
Colaptes_chrysoides,0.7,1.26,9.95
Colaptes_melanochloros,0.7,1.3,9.71
Colaptes_melanolaimus,0.56,1,9.19
Colaptes_rivolii,0.7,1.05,8.71
Colaptes_atriceps,0.56,1,9.19
Colaptes_cinereicapillus,0.56,1,9.19
Colaptes_rupicola,0.76,1.49,10.88
Colaptes_pitius,0.68,1.26,10.53
Colaptes_campestris,0.7,1.3,9.79
Colaptes_campestroides,0.56,1,9.19
Colaptes_punctigula,0.67,0.95,7.97
Colaptes_auricularis,0.65,0.94,9.12
Colaptes_aeruginosus,0.56,1,9.19
Colaptes_rubiginosus,0.69,1.19,8.3
Colaptes_atricollis,0.67,0.99,8.47
Celeus_loricatus,0.74,1.43,10.23
Celeus_torquatus,0.77,1.55,12.05
Celeus_occidentalis,0.55,1.03,10.35
Celeus_tinnunculus,0.55,1.03,10.35
Celeus_flavus,0.77,1.62,11.54
Celeus_spectabilis,0.8,1.92,12.41
Celeus_obrieni,0.75,1.54,11.14
Celeus_castaneus,0.71,1.49,10.59
Celeus_grammicus,0.74,1.38,10.87
Celeus_undatus,0.7,1.33,9.77
Celeus_ochraceus,0.55,1.03,10.35
Celeus_flavescens,0.76,1.6,11.79
Celeus_elegans,0.75,1.7,11.31
Celeus_lugubris,0.75,1.6,11.77
Hylatomus_galeatus,0.74,0.98,11.17
Hylatomus_pileatus,0.79,1.2,14.32
Hylatomus_lineatus,0.78,1.14,11.61
Hylatomus_fuscipennis,0.55,0.97,13
Hylatomus_schulzii,0.8,1.2,13.06
Mulleripicus_fulvus,0.81,2.08,13.56
Mulleripicus_funebris,0.77,1.66,12.09
Mulleripicus_fuliginosus,0.55,1.03,10.35
Mulleripicus_pulverulentus,0.81,2.15,14.78
Dryocopus_javensis,0.78,1.26,12.73
Dryocopus_hodgei,0.79,1.22,12.15
Dryocopus_martius,0.76,1.2,14.86
Sphyrapicus_thyroideus,0.49,1.02,7.09
Sphyrapicus_varius,0.47,0.99,7.31
Sphyrapicus_nuchalis,0.49,1.03,7.18
Sphyrapicus_ruber,0.47,1.03,6.74
Xiphidiopicus_percussus,0.69,1.4,10.11
Melanerpes_candidus,0.6,1.4,11.33
Melanerpes_lewis,0.48,1.09,9.12
Melanerpes_herminieri,0.63,1.28,9.41
Melanerpes_portoricensis,0.6,1.16,8.58
Melanerpes_erythrocephalus,0.5,1.09,8.83
Melanerpes_formicivorus,0.52,1.08,10.25
Melanerpes_cruentatus,0.61,1.13,8.87
Melanerpes_flavifrons,0.59,1.12,9.26
Melanerpes_chrysauchen,0.6,1.2,8.2
Melanerpes_pulcher,0.6,1.13,8.14
Melanerpes_pucherani,0.63,1.29,8.77
Melanerpes_cactorum,0.55,1.02,8.51
Melanerpes_striatus,0.56,1.14,8.4
Melanerpes_radiolatus,0.63,1.31,10.41
Melanerpes_hypopolius,0.56,1.23,9.83
Melanerpes_pygmaeus,0.57,1.07,7.94
Melanerpes_rubricapillus,0.6,1.2,8.19
Melanerpes_hoffmannii,0.67,1.36,10.16
Melanerpes_chrysogenys,0.6,1.19,8.81
Melanerpes_uropygialis,0.6,1.18,9.82
Melanerpes_superciliaris,0.58,1.2,8.8
Melanerpes_carolinus,0.56,1.11,9.73
Melanerpes_aurifrons,0.59,1.19,9.77
Picoides_tridactylus,0.65,1.31,8.66
Picoides_funebris,0.55,1.03,8.06
Picoides_arcticus,0.69,1.43,9.12
Picoides_temminckii,0.74,1.39,7.53
Picoides_kizuki,0.5,0.92,5.96
Picoides_maculatus,0.67,1.15,6.39
Picoides_ramsayi,0.68,1.15,6.29
Picoides_canicapillus,0.54,1.01,6.13
Picoides_nanus,0.64,1.16,6.38
Picoides_moluccensis,0.62,1.12,5.78
Dendropicos_elachus,0.6,1.04,7.98
Dendropicos_poecilolaemus,0.69,1.18,8.41
Dendropicos_abyssinicus,0.67,1.15,8.3
Dendropicos_fuscescens,0.67,1.28,8.58
Dendropicos_lugubris,0.7,1.26,9.02
Dendropicos_gabonensis,0.69,1.16,8.2
Dendropicos_stierlingi,0.7,1.35,9.13
Dendropicos_namaquus,0.72,1.54,10.48
Dendropicos_xantholophus,0.75,1.45,10.19
Dendropicos_pyrrhogaster,0.73,1.4,10.03
Dendropicos_johnstoni,0.55,1.03,10.35
Dendropicos_elliotii,0.7,1.24,8.82
Dendropicos_goertae,0.69,1.36,9.35
Dendropicos_spodocephalus,0.67,1.25,9.3
Dendropicos_griseocephalus,0.7,1.39,9.6
Dendropicos_obsoletus,0.68,1.28,8.54
Dendropicos_dorae,0.64,1.1,8.18
Leiopicus_mahrattensis,0.67,1.15,8.49
Leiopicus_auriceps,0.61,1.09,8.54
Leiopicus_medius,0.6,1.05,9.11
Dryobates_minor,0.51,0.9,7.85
Dryobates_cathpharius,0.58,1,8.68
Dryobates_pernyii,0.65,1.19,8.72
Dryobates_pubescens,0.57,1.02,8.48
Dryobates_scalaris,0.61,1.11,8.37
Dryobates_nuttallii,0.6,1.1,8.75
Leuconotopicus_villosus,0.67,0.91,14.27
Leuconotopicus_arizonae,0.67,0.84,12.06
Leuconotopicus_stricklandi,0.69,0.87,12.09
Leuconotopicus_borealis,0.68,0.86,12.76
Leuconotopicus_albolarvatus,0.62,0.84,13.18
Leuconotopicus_fumigatus,0.64,0.79,10.7
Veniliornis_kirkii,0.68,1.3,8.73
Veniliornis_cassini,0.7,1.23,8.73
Veniliornis_spilogaster,0.68,1.26,9.51
Veniliornis_mixtus,0.6,1.14,9.42
Veniliornis_lignarius,0.6,1.2,9.32
Veniliornis_sanguineus,0.71,1.38,9.02
Veniliornis_passerinus,0.69,1.21,8.71
Veniliornis_frontalis,0.68,1.24,9.24
Veniliornis_callonotus,0.68,1.16,8.3
Veniliornis_dignus,0.71,1.25,8.81
Veniliornis_nigriceps,0.71,1.28,9.22
Veniliornis_affinis,0.7,1.23,8.81
Veniliornis_chocoensis,0.69,1.19,8.51
Veniliornis_maculifrons,0.68,1.25,9.29
Dendrocopos_hyperythrus,0.6,1.09,9.99
Dendrocopos_atratus,0.63,1.09,9.65
Dendrocopos_macei,0.67,1.17,10.26
Dendrocopos_analis,0.55,1,13.17
Dendrocopos_noguchii,0.8,1.77,14.91
Dendrocopos_leucotos,0.71,1.36,13.32
Dendrocopos_owstoni,0.55,1,13.17
Dendrocopos_assimilis,0.68,1.21,10.68
Dendrocopos_syriacus,0.67,1.18,12.63
Dendrocopos_darjellensis,0.69,1.33,11.58
Dendrocopos_major,0.6,1.05,12.02
Dendrocopos_leucopterus,0.63,1.13,10.94
Dendrocopos_himalayensis,0.67,1.22,11.12
Cariama_cristata,0.86,2.8,19.37
Chunga_burmeisteri,0.87,2.81,21.94
Herpetotheres_cachinnans,0.84,2.82,18.34
Micrastur_ruficollis,0.86,1.96,13.37
Micrastur_plumbeus,0.89,1.65,12.89
Micrastur_gilvicollis,0.89,1.91,13.57
Micrastur_mintoni,0.88,1.91,13.77
Micrastur_mirandollei,0.91,2.31,16.32
Micrastur_semitorquatus,0.9,2.51,17
Micrastur_buckleyi,0.91,2.23,15.92
Spiziapteryx_circumcincta,0.72,1.86,13.98
Caracara_cheriway,0.83,2.8,22.03
Caracara_lutosa,0.7,1.83,23.8
Caracara_plancus,0.83,2.8,23.1
Ibycter_americanus,0.83,2.39,15.65
Phalcoboenus_chimango,0.73,2.82,15.97
Phalcoboenus_carunculatus,0.84,3.92,18.14
Phalcoboenus_megalopterus,0.83,3.7,19.22
Phalcoboenus_albogularis,0.82,3.58,20.97
Phalcoboenus_australis,0.88,4.4,26.02
Milvago_chimachima,0.8,2.37,15.86
Daptrius_ater,0.78,2.24,15.06
Microhierax_caerulescens,0.62,1.18,8.69
Microhierax_fringillarius,0.62,1.21,8.27
